ss_item_sk,ss_store_sk,ss_customer_sk,ss_sold_date_sk,ss_quantity,ss_wholesale_cost,ss_list_price,ss_sales_price,ss_net_profit
47,32,30,466,12,71.81,98.1293175396022,781.4039847839631,826.76
219,15,411,354,7,30.66,69.48643461367264,204.0298578945459,194.99
49,39,240,318,20,5.69,8.048271952115106,105.49835589654779,105.52
689,15,161,492,20,26.54,56.422652563600096,501.8374257316822,499.23
65,45,138,533,14,46.95,115.13291031616875,551.6084225524547,645.48
690,47,117,373,1,68.1,150.25810260948285,60.431298636259214,67.52
845,2,263,179,12,58.27,143.7289135112782,607.3186272900319,640.04
830,38,485,271,14,27.54,58.379418436947546,370.1313770839832,375.13
536,25,220,598,5,89.2,119.06345512105447,429.07410993622256,439.93
171,5,136,642,5,95.91,197.09286964075386,414.54904337077414,469.8
111,38,251,658,6,81.48,155.66920993354464,469.9142673883805,444.03
886,20,202,327,5,85.08,152.0342529904233,362.7901330018816,417.32
220,12,192,703,9,40.87,92.55680417480978,314.87454742150044,344.74
792,45,273,682,3,15.39,35.47398398124903,45.29355656520633,42.0
461,13,262,19,11,13.11,27.443087995422673,119.53233721382219,135.3
553,7,354,608,7,57.5,85.17498557814059,389.4188584094732,388.33
550,50,460,287,14,53.73,124.68271860839323,743.0579040363156,735.7
29,5,134,678,9,41.29,77.57960819488069,312.02800497294476,339.45
100,8,95,454,11,30.36,43.10145903974712,280.9978729685206,302.56
494,50,203,299,13,6.08,11.000706195416592,70.86575589247411,71.15
681,31,223,112,19,6.0,14.776328833691863,96.60903394580585,107.41
383,1,248,432,15,40.84,83.74108854344318,574.5015336486185,596.7
97,32,76,43,3,65.47,102.5601042244626,177.6941933458977,180.41
307,7,257,400,17,42.5,95.96921312607998,610.1325143833569,653.81
397,20,336,337,8,89.17,199.25917990784802,607.3122742731333,689.91
628,6,206,38,14,49.39,80.0005222687479,678.48922794949,629.86
804,17,408,583,8,62.88,78.16911294287365,459.23122789324196,453.76
134,22,417,678,16,66.29,165.55686989409952,998.0977829014407,978.91
566,5,378,383,20,47.81,92.09397527084224,784.05360139847,865.66
401,30,489,12,13,99.38,178.99162843710093,1078.8090529667668,1181.12
255,41,462,408,11,92.62,198.87488012802535,974.1872996672538,923.76
4,9,90,116,11,95.5,167.17052445998542,994.8173056068241,987.63
376,18,264,11,1,57.29,79.29130332245416,55.491579340485266,54.48
377,35,119,516,20,27.03,61.51549321237144,453.2524613060484,528.31
371,29,123,335,20,65.68,151.5019508142741,1176.9903229945664,1182.8
223,50,354,723,11,92.24,152.0769645114197,816.9877832011397,951.47
930,49,46,155,6,74.77,178.2626543372117,380.8374191370724,417.41
975,41,299,724,3,59.28,108.2955695690391,162.83701285738113,166.59
618,30,52,505,8,37.19,89.53980447067599,242.86235736742717,290.33
354,27,257,463,16,71.43,169.9906199412977,1118.4799037587318,1050.56
956,45,196,5,10,12.0,19.547369788991464,119.11623240569122,111.04
650,41,285,605,9,56.38,91.16579587733948,430.1975562328023,468.44
571,30,392,414,13,58.07,104.22151716346538,734.6284980258636,688.12
287,15,159,333,14,86.48,209.65043975829684,1127.4357986978064,1090.78
651,43,432,239,19,80.91,185.73587197411567,1426.3138817505144,1453.51
232,12,136,595,16,77.23,172.11621814664116,1173.5047477920493,1117.62
512,17,445,349,15,36.67,49.548632776041835,440.075455344725,536.57
45,38,156,718,18,31.69,74.0031108204698,506.3948187887384,543.8
353,25,11,350,7,85.15,195.73116871086748,496.17561597493125,568.72
598,24,419,594,2,48.23,102.90134564571657,82.93429987474218,94.33
111,4,248,590,16,44.29,80.36214151497907,610.3762106922743,646.09
360,27,175,473,15,39.4,54.95572951876462,539.615432429369,571.71
591,14,152,520,15,19.41,31.817053624574893,287.8468058989073,273.31
624,33,133,702,1,77.03,130.5114093954185,74.84653056964848,73.79
741,38,374,612,14,6.08,8.734498874849255,82.83030527864751,80.3
954,27,401,562,14,11.43,20.794200926905784,148.01196264374272,152.33
450,39,192,480,15,88.9,111.40452574097611,1241.28967054267,1318.88
148,25,115,509,19,58.68,106.15016100006608,932.906551077598,1095.46
57,29,389,245,15,11.63,28.898954204316507,143.85854237263112,170.7
677,3,209,553,18,61.72,151.63903573990714,1033.894494141516,1019.02
198,44,483,248,6,32.3,40.93868242576308,160.58646022140655,177.6
287,25,12,411,20,60.99,137.7589636060034,1192.8660820331886,1125.85
725,15,349,3,13,58.77,100.9947547631955,663.7397744714648,762.05
902,26,166,144,5,23.12,45.741102572073984,94.56875237015494,109.1
855,4,17,392,17,37.65,87.3454265506817,545.9499883490056,606.92
295,35,246,349,17,89.15,135.42166802103316,1247.736526115949,1448.21
533,1,132,171,19,65.02,108.63170977434099,1226.2593233643854,1206.31
254,29,211,310,5,55.29,136.113467404266,241.34989115679824,248.98
975,28,282,543,1,50.57,102.59662472718087,44.97321715286092,49.86
235,47,303,134,13,7.6,10.78758394128644,83.96234317795354,90.7
921,6,319,334,3,92.12,177.62923419472676,274.395526242447,249.67
678,9,277,484,7,95.38,184.6192808308363,637.8471417053812,652.68
208,45,40,258,6,92.37,207.08156922397325,532.668132132039,527.58
591,8,243,683,19,39.42,76.89535986478552,645.5772463494933,704.69
779,12,278,571,4,45.58,84.71161207785315,163.03081326451667,168.36
184,34,250,320,1,35.8,58.71264390684229,29.2077021297399,34.73
721,42,386,4,1,18.98,24.805906860941743,18.552748739276957,17.38
69,26,142,543,12,33.27,61.47550693312734,330.3702278909667,397.13
416,27,68,478,3,10.28,16.60630546165799,29.234601887333742,30.49
697,37,230,259,4,38.77,60.42333248232308,149.65953989606825,145.86
493,35,466,350,8,87.43,138.1447370303054,635.4906086178439,657.35
382,33,488,506,7,24.16,33.44435824737507,143.34298896647832,161.9
660,1,219,51,18,25.54,57.06420723452621,447.25502494482777,438.34
235,9,206,498,11,47.32,61.427061837193285,493.6118868418458,499.41
636,41,236,8,18,37.51,49.6763653972197,546.1240437432642,655.17
868,31,343,136,4,58.72,72.5791780671758,193.96984992751683,223.05
869,36,80,563,3,59.29,126.93807331920068,154.84763224160662,160.91
579,29,431,4,8,26.55,60.55372460013287,194.36083028661812,194.33
518,11,304,106,7,76.63,126.19216189530184,532.6193530757629,514.18
80,28,432,217,12,91.88,206.0587218492548,1024.4820911765257,1081.67
20,30,172,471,3,31.83,50.72158590551032,92.80121919354899,87.52
831,30,424,244,10,91.9,179.9099702024986,764.3233529124484,854.58
948,35,122,710,5,37.85,48.86877207923306,162.76935127914825,171.83
937,31,373,461,19,95.48,143.8238888461895,1786.5469248910151,1808.29
176,49,133,305,14,72.29,104.72291973458148,871.5287095456354,957.52
474,34,254,169,11,86.69,172.0520547578236,928.2263379019697,917.6
416,49,365,315,12,50.27,74.88423303468655,545.1512913576618,563.28
586,4,391,232,2,84.32,130.80340930669118,152.92076047521277,162.12
483,38,443,429,1,65.87,161.3361409331404,60.949303054830025,60.11
68,27,358,363,2,58.92,107.69444684034633,105.53472896785607,106.17
392,45,399,711,5,32.36,73.88681757148426,133.5138246518575,148.33
227,27,401,614,9,61.42,92.14274762010528,508.05266548018926,548.51
851,41,499,61,3,73.19,174.6373453800532,205.46350188569204,203.51
728,8,386,472,5,49.34,71.03236439761733,206.35365143074645,224.71
984,22,216,586,10,91.59,225.36231884529425,735.0552226987404,848.0
129,40,409,229,1,65.24,96.72847372005684,56.497306810810954,62.12
821,20,84,162,17,98.58,192.0112782654842,1554.3170669639358,1554.01
934,45,247,489,11,63.56,142.1472033419186,570.852950149046,677.09
809,11,86,442,12,28.67,63.07091590137083,286.4838808863059,330.11
413,21,6,44,10,49.17,105.00812960895666,407.44715962385317,480.85
995,41,29,443,19,6.51,10.356096266705235,110.16530545508829,111.79
309,10,232,516,3,87.14,159.9504953922834,253.16094163401306,252.14
54,46,472,291,11,35.22,50.323989302146835,329.19730599499434,374.2
742,46,384,63,13,63.83,137.56128191959075,737.3305882448301,796.49
585,15,319,202,12,82.09,131.13960628861895,833.6136397088558,912.94
328,14,379,688,19,43.02,84.61832632371083,683.8568420848228,737.21
711,15,172,468,12,21.58,31.454283379143156,250.01218003864176,245.2
21,31,120,284,17,14.37,23.602768081085394,226.16716530680378,225.27
434,20,52,184,7,9.79,13.689211593110421,65.2152447462924,68.43
384,13,366,470,9,7.06,9.915539075676099,53.9038732958195,60.81
410,4,65,255,12,9.26,21.001209607749036,96.15554878856163,110.18
970,23,167,548,1,51.31,118.88318161945693,41.60357428249984,46.64
716,4,140,156,19,95.82,133.95697298136005,1692.276547174135,1687.09
73,6,304,636,10,94.9,133.15896005788213,913.5097198758665,891.42
821,3,482,498,3,17.5,38.53330593376495,42.791361016459895,48.47
751,23,463,22,3,85.23,140.97770545199018,242.54357278362443,251.15
781,5,316,482,10,63.07,84.7091745503313,591.8497030170141,583.65
916,26,222,237,11,39.0,55.605456617554836,387.3810879409965,426.83
18,28,62,421,5,98.16,134.90779006448926,476.27959678967585,461.82
734,28,122,324,18,67.43,92.4364352356088,1183.1539464388036,1200.6
321,3,149,158,1,48.53,61.68917358168733,44.71664268759214,48.24
668,27,305,457,13,52.59,94.59641413684889,557.511892059717,639.81
433,2,468,518,7,70.15,88.01318583510914,468.0160113728408,475.96
292,49,387,428,2,15.38,33.10628693102571,29.83461078324869,27.93
526,34,257,571,7,61.99,82.29867771478395,398.68592836027943,411.61
401,43,59,396,2,31.7,76.70613543649792,57.755657673416096,63.23
725,35,376,361,4,43.73,57.51253627200098,168.52843065218508,166.32
47,23,322,37,12,93.6,192.73081195010752,984.3296755612328,1115.45
165,25,246,181,13,77.08,145.00343768881615,804.0432131593598,955.58
2,47,327,568,5,72.88,98.09194698882446,340.2595579473112,333.67
470,14,181,431,10,47.51,74.47350327163068,424.36977384081473,457.63
30,35,114,51,8,74.08,162.91973507257225,545.662665253286,575.57
584,24,53,657,17,77.22,118.29287144169034,1306.6862946924139,1258.13
914,6,134,397,20,57.12,104.24672830815362,1042.8509560947834,1075.19
428,29,191,71,14,41.0,95.48557686590591,497.95949826819077,546.17
312,23,221,47,16,89.86,148.84613255272805,1324.9303824647209,1306.06
311,16,475,92,12,83.0,153.95793920581852,979.2881203283572,917.04
17,47,17,138,15,24.9,41.19299027995777,361.16661639594264,370.96
220,16,395,481,12,45.71,96.65642841459017,491.7055016545281,535.27
388,32,353,571,8,6.75,12.32105017565212,49.59254885356023,49.68
290,36,247,690,6,84.77,118.66177646804012,493.5764362191563,463.24
977,24,490,298,5,29.95,49.06168880658496,120.51206374364061,135.64
33,33,382,38,2,99.69,205.91471698076248,182.87728402124512,185.34
508,26,324,470,18,85.08,128.29825962932006,1381.3594623685237,1465.29
220,1,104,289,5,34.44,52.464168261236495,145.32849998178386,156.66
299,15,161,162,2,7.61,15.217065689193177,14.058596274195136,14.58
998,46,143,109,8,98.66,174.52833393206677,721.1081285765217,749.16
773,25,79,525,14,34.84,69.85268131304437,457.8297818402994,452.23
387,11,75,345,12,14.48,20.297539226255406,166.0446771815907,166.91
256,3,67,230,13,10.29,24.342347730574204,114.69359450987089,122.61
874,7,95,369,12,41.31,53.80446807613319,433.15642257009256,469.35
105,34,436,645,19,74.97,106.14269876652699,1385.1320629617119,1399.65
442,3,364,556,1,37.0,82.92993271440179,35.88852534390783,34.83
567,19,395,283,7,60.02,109.93793945540178,387.72295202200985,398.62
427,6,168,144,19,57.9,105.13053212906158,1014.6219900934208,1078.06
289,20,156,160,18,81.98,99.95469808310519,1227.753339229759,1454.32
550,35,429,403,9,70.94,102.77863089169534,519.7698506680522,584.14
376,3,116,76,15,27.3,62.48635891612255,398.97482983767173,371.7
696,25,324,602,18,8.0,18.04660247911922,141.6984964936288,131.8
588,27,4,393,4,62.41,81.8101923872482,212.87772812567133,230.88
763,8,426,105,3,87.97,198.7204932777569,253.57726049132796,252.51
971,25,490,674,20,16.89,35.12282131822166,279.90206496938833,314.67
566,43,398,217,10,74.0,116.6466322176022,735.3857137463945,696.28
203,49,36,529,8,29.87,39.86862357236424,236.277349556499,221.78
972,22,472,88,18,65.18,137.31013377405583,992.9026572510855,1092.53
602,43,2,318,11,65.44,105.05507720160101,581.4223108134207,679.88
282,4,414,396,12,44.34,79.33339168987604,457.1537914772668,509.33
23,13,54,269,17,48.58,109.4080616879943,719.1072632475068,760.84
970,49,79,469,13,30.82,50.13054629541446,398.7942614692903,379.58
744,18,14,228,20,30.54,45.17577362937046,609.9604319842739,553.06
595,40,472,538,15,30.22,53.933962040303264,417.4229921870919,435.99
235,26,383,630,8,28.46,44.84185224581808,190.605596415022,207.34
854,25,9,230,13,96.53,136.8967787939834,1194.4237628611136,1138.29
720,42,285,47,15,38.31,63.287653541618624,566.0830778907097,571.22
38,6,14,547,13,27.94,55.4142098184557,337.35925207247345,351.79
330,15,203,39,10,43.67,74.4593869820758,374.5681074792292,397.16
534,26,238,614,2,31.69,50.400020237811695,57.8206948349682,58.88
521,17,265,72,19,82.55,149.2079866467069,1536.511055796764,1504.29
55,30,409,480,8,43.5,52.42216906592295,283.3983931283526,316.91
228,42,247,321,16,95.22,185.3322672501802,1313.2566637517275,1487.75
957,3,228,541,7,81.85,109.20774380295356,565.1094489733754,562.4
778,28,427,54,3,47.02,117.10381000792933,120.69183862946225,135.05
294,19,45,366,1,21.17,34.601176827118245,19.442181136939297,19.25
682,43,266,311,15,31.54,65.05659521437852,447.59151242319643,436.78
582,7,246,697,11,40.53,50.032980434955945,375.4883605282167,408.46
898,49,29,319,8,39.22,78.53198861708934,301.0192888721209,310.84
357,14,369,396,19,22.11,47.15892667112259,416.49779895472557,404.4
242,7,233,222,20,50.37,123.40588229403866,981.016840669936,990.42
519,32,368,156,14,70.97,170.88318356138865,833.8274629301283,909.6
386,22,497,678,18,83.15,126.11208559336877,1383.469894038803,1473.62
465,43,48,268,16,67.59,142.72872083874634,1079.5005363063099,1015.26
128,49,247,624,8,30.98,52.90367864383298,244.72839794175692,228.03
657,7,245,235,14,5.56,12.633340183204709,69.47231731380482,72.89
398,9,174,26,5,16.25,27.80638117145293,78.18633844737731,78.95
380,49,135,403,18,63.17,100.62586527539264,957.0920374399813,1129.61
16,7,481,304,19,55.84,115.10903113621082,982.1077775752269,1018.09
895,15,307,244,11,39.26,59.89892860240597,356.91676666140825,388.89
408,48,299,155,4,73.81,123.31810334348428,243.64050274870453,294.81
178,25,28,8,2,36.28,45.7956484358116,59.2119256516553,69.81
86,21,218,76,4,68.39,118.98913467373121,265.13916524450104,266.72
259,50,383,639,15,23.29,46.925606592048354,285.2023999639894,323.43
689,48,285,525,3,86.26,119.20365579953082,246.55427592125653,232.93
385,37,320,53,17,86.1,188.85265617629202,1371.9548344903865,1414.81
202,44,478,224,18,86.01,111.43879453007871,1320.1937946403928,1467.38
911,30,486,644,9,55.28,83.94354486063054,496.70963541287557,472.34
72,39,71,130,12,97.1,241.213255000085,1112.0902034507394,1133.11
22,27,110,84,17,56.96,107.32118800373598,965.2309223533842,956.58
654,41,322,229,10,16.55,37.68453155513953,137.54839589353804,155.31
643,28,312,245,14,29.87,52.29128024224442,350.3741352612767,381.23
474,28,141,16,20,61.15,139.8856082111398,1014.4398363360411,1151.31
752,15,338,184,19,68.31,168.7778953250731,1074.6300752570312,1260.64
825,26,413,466,18,19.17,45.71972378608912,288.11163414389966,341.16
620,40,291,329,20,27.84,64.01411269801754,463.86070770699087,533.59
425,49,132,265,6,34.74,55.29462324486308,188.43960468392686,206.5
440,50,361,556,8,81.14,143.25333080797313,533.9616486640317,632.7
228,15,24,437,4,12.07,18.524494351352896,44.46587807679127,47.23
491,6,431,342,17,7.33,11.819208900674708,108.35387806535874,119.15
716,11,400,494,2,78.24,147.8611318716318,154.2602153054083,155.07
101,45,78,17,2,21.31,45.330868196508746,36.36719117844411,39.88
120,27,92,407,13,95.6,163.8441300234485,999.8294505132694,1176.68
75,35,408,7,5,23.07,32.93869596069351,99.6502866500783,109.68
480,50,117,467,20,61.0,150.1345871978565,1170.3839353873211,1214.07
501,38,162,355,7,62.16,80.04234054048341,431.7844116785514,407.23
699,6,38,66,5,29.21,53.25945656503318,123.16605184099777,138.04
224,46,271,436,13,96.5,134.41899436373393,1092.7062214366338,1186.26
165,24,486,569,15,86.97,137.33978333212107,1265.4558492370065,1187.67
557,3,186,408,7,24.76,60.491474949916366,139.76779152816053,169.79
171,41,130,653,17,71.45,137.62736951202385,1095.9243662199185,1163.4
176,8,21,484,8,96.35,201.1631415081933,697.0656473876359,758.36
236,46,219,362,7,12.91,28.288982020836823,77.5484494021993,87.09
137,1,33,632,12,19.19,34.233920923896605,185.26052719603354,207.31
850,44,36,448,10,18.08,37.72286993044547,150.43159417242148,171.22
215,41,203,335,20,71.33,91.73673698922539,1319.521009084539,1392.65
727,2,10,373,11,38.58,90.6823825973022,342.25067958259655,385.82
788,17,364,132,4,63.75,87.17606661152927,248.73278660192216,247.06
429,1,232,138,7,70.56,96.5050885487217,426.9680371988273,445.16
3,46,464,195,5,75.85,157.0523712865458,355.19059614052554,361.39
827,14,295,118,9,23.76,58.80111071840091,203.89729822098846,202.23
886,39,58,426,5,85.69,181.86018545863215,361.7072187032015,409.61
627,25,429,572,14,84.82,153.7463500482925,1110.5458538515463,1161.9
261,24,143,259,1,28.63,36.74834841300979,23.011991721752853,28.22
476,1,16,703,4,46.41,88.66974726452946,159.28468422339697,171.98
747,42,49,502,11,57.47,99.38757356544414,523.7782936315776,575.27
4,38,67,303,14,83.86,111.08602370267216,1023.44936162312,1076.59
988,27,316,587,11,82.72,204.458391367416,803.5871739641177,878.45
726,22,191,164,7,16.61,35.00674036281109,109.20808889332517,114.37
958,4,167,516,5,67.76,155.08158518527512,284.1248991117107,338.11
241,23,472,278,15,66.55,143.8958077585277,989.195271047149,961.91
961,22,383,693,10,52.21,76.12324944420688,455.70270569621624,491.01
795,11,419,333,4,13.26,21.416805299086697,49.70721208842652,52.59
566,35,91,412,6,48.99,61.35947956823522,239.99942508142323,285.24
993,16,11,261,15,31.25,74.4068354724425,408.63228645339257,449.42
